ConfigId,LambdaRandom,LambdaCurve,MeanBatteryRMSE,MeanBatteryMAE,WorstPolicyRMSE
1,0.01,0.0,0.003633373448739023,0.0033672021193958666,0.015503538709874086
2,0.1,0.0,0.0036341811187280137,0.0033676234600131965,0.015502214406617235
3,1.0,0.0,0.003641444051412649,0.0033714301097534836,0.01549123566169453
4,10.0,0.0,0.003677534880298998,0.0033915877025975237,0.015467565902385566
