Policy,NBattery,MeanRMSE,MedianRMSE,MaxRMSE
4_8C_80PER_4_8C_NEWSTRUCTURE,6,0.015270524233669999,0.009367269354769872,0.04570301704649334
80PER_3_6C,3,0.009009831897337292,0.007437436932655244,0.014220359468887417
3_6C-80PER_3_6C,3,0.004948221455355318,0.004377824375490606,0.007407209280610759
3_7C_31PER_5_9C_NEWSTRUCTURE,3,0.003633041225302618,0.0029685975449228784,0.005807263695096788
4_8C_80PER_4_8C,3,0.002481675451756877,0.0016646752057721003,0.004130609695845211
5_3C_54PER_4C_NEWSTRUCTURE,8,0.0008877581646893164,0.0008676587270020937,0.0014967647586262957
5_6C_36PER_4_3C_NEWSTRUCTURE,8,0.0008428686905623629,0.0008717982747393338,0.0012933556677123179
5_6C_19PER_4_6C_NEWSTRUCTURE,8,0.0005852237202546797,0.0006301274095953298,0.0008785454577323922
5C_67PER_4C_NEWSTRUCTURE,7,0.0005052408974583814,0.0004312489304131379,0.0008369425095854427
