cohort,response,model,fold,heldout_coordinate,lambda,intercept_standardized,coef_C1,coef_q,coef_C2,coef_E1,coef_E2,coef_J,coef_H,coef_J_high_50,coef_J_high_60,coef_J_high_70
equal_T0_nonbaseline,soh200,ridge_Jhigh60,1,3.700|0.310|5.900,10.0,0.9921565382528251,,,,,,,,,-0.0012767401929997158,
equal_T0_nonbaseline,soh200,ridge_Jhigh60,2,4.800|0.800|4.800,0.1,0.9892166973697636,,,,,,,,,-0.010917898310347071,
equal_T0_nonbaseline,soh200,ridge_Jhigh60,3,5.000|0.670|4.000,0.01,0.9872681820117549,,,,,,,,,-0.009769747339903448,
equal_T0_nonbaseline,soh200,ridge_Jhigh60,4,5.300|0.540|4.000,0.01,0.987276726796271,,,,,,,,,-0.00999327702382156,
equal_T0_nonbaseline,soh200,ridge_Jhigh60,5,5.600|0.190|4.600,0.01,0.9875217254237139,,,,,,,,,-0.01010923009879511,
equal_T0_nonbaseline,soh200,ridge_Jhigh60,6,5.600|0.360|4.300,0.01,0.9873961346249326,,,,,,,,,-0.00984526280442909,
equal_T0_nonbaseline,soh200,ridge_Jhigh70,1,3.700|0.310|5.900,1.0,0.9921565382528252,,,,,,,,,,-0.0029851436685038846
equal_T0_nonbaseline,soh200,ridge_Jhigh70,2,4.800|0.800|4.800,0.1,0.9892166973697636,,,,,,,,,,-0.01086939160109078
equal_T0_nonbaseline,soh200,ridge_Jhigh70,3,5.000|0.670|4.000,0.01,0.9872681820117549,,,,,,,,,,-0.00976974733990339
equal_T0_nonbaseline,soh200,ridge_Jhigh70,4,5.300|0.540|4.000,0.01,0.987276726796271,,,,,,,,,,-0.009780288076071047
equal_T0_nonbaseline,soh200,ridge_Jhigh70,5,5.600|0.190|4.600,0.01,0.9875217254237139,,,,,,,,,,-0.010129085719419569
equal_T0_nonbaseline,soh200,ridge_Jhigh70,6,5.600|0.360|4.300,0.01,0.9873961346249326,,,,,,,,,,-0.009800662871015116
explicit_new_structure,relative_loss200,constant_mean,1,3.700|0.310|5.900,,0.0023595766502243283,,,,,,,,,,
explicit_new_structure,relative_loss200,constant_mean,2,4.800|0.800|4.800,,0.00872183042313627,,,,,,,,,,
explicit_new_structure,relative_loss200,constant_mean,3,5.000|0.670|4.000,,0.008620136988875142,,,,,,,,,,
explicit_new_structure,relative_loss200,constant_mean,4,5.300|0.540|4.000,,0.00866167723368296,,,,,,,,,,
explicit_new_structure,relative_loss200,constant_mean,5,5.600|0.190|4.600,,0.008294539989266578,,,,,,,,,,
explicit_new_structure,relative_loss200,constant_mean,6,5.600|0.360|4.300,,0.008421006080338463,,,,,,,,,,
explicit_new_structure,relative_loss200,nearest_coordinate,1,3.700|0.310|5.900,,0.0023595766502243283,,,,,,,,,,
explicit_new_structure,relative_loss200,nearest_coordinate,2,4.800|0.800|4.800,,0.00872183042313627,,,,,,,,,,
explicit_new_structure,relative_loss200,nearest_coordinate,3,5.000|0.670|4.000,,0.008620136988875142,,,,,,,,,,
explicit_new_structure,relative_loss200,nearest_coordinate,4,5.300|0.540|4.000,,0.00866167723368296,,,,,,,,,,
explicit_new_structure,relative_loss200,nearest_coordinate,5,5.600|0.190|4.600,,0.008294539989266578,,,,,,,,,,
explicit_new_structure,relative_loss200,nearest_coordinate,6,5.600|0.360|4.300,,0.008421006080338463,,,,,,,,,,
explicit_new_structure,relative_loss200,ridge_raw_C1_q_C2,1,3.700|0.310|5.900,10.0,0.0023595766502243266,0.00017114956255370612,-0.00019907526275639585,5.117252008557443e-05,,,,,,,
explicit_new_structure,relative_loss200,ridge_raw_C1_q_C2,2,4.800|0.800|4.800,0.01,0.00872183042313628,-0.003937423048446414,0.0010272224088666189,0.009210677657946033,,,,,,,
explicit_new_structure,relative_loss200,ridge_raw_C1_q_C2,3,5.000|0.670|4.000,10.0,0.008620136988875149,-0.002859491830126494,-0.0014045792937077972,0.0027894127138465377,,,,,,,
explicit_new_structure,relative_loss200,ridge_raw_C1_q_C2,4,5.300|0.540|4.000,10.0,0.00866167723368297,-0.002821615607894215,-0.001450366495474278,0.0028002694128560204,,,,,,,
explicit_new_structure,relative_loss200,ridge_raw_C1_q_C2,5,5.600|0.190|4.600,0.0,0.008294539989266585,-0.009479456436720012,-0.005670389829010841,0.00043903549378980673,,,,,,,
explicit_new_structure,relative_loss200,ridge_raw_C1_q_C2,6,5.600|0.360|4.300,0.01,0.008421006080338475,-0.01178156782081603,-0.006131229496867629,-0.0010797658870221449,,,,,,,
explicit_new_structure,relative_loss200,ridge_stage_E1_E2,1,3.700|0.310|5.900,0.1,0.002359576650224329,,,,-0.0004352965607928725,0.00033001613964004403,,,,,
explicit_new_structure,relative_loss200,ridge_stage_E1_E2,2,4.800|0.800|4.800,100.0,0.00872183042313627,,,,-0.000312305504071366,0.0003399309286884145,,,,,
explicit_new_structure,relative_loss200,ridge_stage_E1_E2,3,5.000|0.670|4.000,100.0,0.008620136988875144,,,,-0.00030495754420033097,0.0003281726171667754,,,,,
explicit_new_structure,relative_loss200,ridge_stage_E1_E2,4,5.300|0.540|4.000,100.0,0.00866167723368296,,,,-0.00030904479313812784,0.0003311295833712254,,,,,
explicit_new_structure,relative_loss200,ridge_stage_E1_E2,5,5.600|0.190|4.600,10.0,0.008294539989266578,,,,-0.0024850820787898154,0.0025637428829808576,,,,,
explicit_new_structure,relative_loss200,ridge_stage_E1_E2,6,5.600|0.360|4.300,100.0,0.008421006080338467,,,,-0.0003484413120438982,0.0003691292045101859,,,,,
explicit_new_structure,relative_loss200,ridge_J,1,3.700|0.310|5.900,100.0,0.002359576650224328,,,,,,1.202822800089945e-05,,,,
explicit_new_structure,relative_loss200,ridge_J,2,4.800|0.800|4.800,1.0,0.00872183042313627,,,,,,0.009869342676332927,,,,
explicit_new_structure,relative_loss200,ridge_J,3,5.000|0.670|4.000,1.0,0.008620136988875243,,,,,,0.009654898076862423,,,,
explicit_new_structure,relative_loss200,ridge_J,4,5.300|0.540|4.000,0.1,0.00866167723368305,,,,,,0.011614634937032207,,,,
explicit_new_structure,relative_loss200,ridge_J,5,5.600|0.190|4.600,1.0,0.00829453998926668,,,,,,0.009821541564776793,,,,
explicit_new_structure,relative_loss200,ridge_J,6,5.600|0.360|4.300,1.0,0.008421006080338567,,,,,,0.009960633820848807,,,,
explicit_new_structure,relative_loss200,ridge_H,1,3.700|0.310|5.900,10.0,0.0023595766502243288,,,,,,,-0.00013056910700551494,,,
explicit_new_structure,relative_loss200,ridge_H,2,4.800|0.800|4.800,1.0,0.00872183042313627,,,,,,,0.010144683280004197,,,
explicit_new_structure,relative_loss200,ridge_H,3,5.000|0.670|4.000,10.0,0.00862013698887514,,,,,,,0.003985888153071772,,,
explicit_new_structure,relative_loss200,ridge_H,4,5.300|0.540|4.000,100.0,0.00866167723368296,,,,,,,0.0005675052403050269,,,
explicit_new_structure,relative_loss200,ridge_H,5,5.600|0.190|4.600,10.0,0.008294539989266558,,,,,,,0.004029252139093913,,,
explicit_new_structure,relative_loss200,ridge_H,6,5.600|0.360|4.300,10.0,0.00842100608033846,,,,,,,0.004052872709779604,,,
explicit_new_structure,relative_loss200,ridge_J_H,1,3.700|0.310|5.900,0.01,0.002359576650224329,,,,,,-0.0029143941673023237,-0.0032395692739335398,,,
explicit_new_structure,relative_loss200,ridge_J_H,2,4.800|0.800|4.800,10.0,0.00872183042313627,,,,,,0.0029767411203865082,0.0031362669506887135,,,
explicit_new_structure,relative_loss200,ridge_J_H,3,5.000|0.670|4.000,10.0,0.008620136988875178,,,,,,0.0029845314580520415,0.003156178920593137,,,
explicit_new_structure,relative_loss200,ridge_J_H,4,5.300|0.540|4.000,10.0,0.008661677233682984,,,,,,0.0030564479717442566,0.0030895800885445664,,,
explicit_new_structure,relative_loss200,ridge_J_H,5,5.600|0.190|4.600,1.0,0.00829453998926665,,,,,,0.005480652029705591,0.006291986899622569,,,
explicit_new_structure,relative_loss200,ridge_J_H,6,5.600|0.360|4.300,10.0,0.0084210060803385,,,,,,0.0030492473606871556,0.003146873417592959,,,
explicit_new_structure,relative_loss200,ridge_Jhigh50,1,3.700|0.310|5.900,100.0,0.002359576650224328,,,,,,,,-4.1760578074037125e-06,,
explicit_new_structure,relative_loss200,ridge_Jhigh50,2,4.800|0.800|4.800,0.1,0.008721830423136262,,,,,,,,0.011703845646258789,,
explicit_new_structure,relative_loss200,ridge_Jhigh50,3,5.000|0.670|4.000,1.0,0.008620136988875133,,,,,,,,0.009573605187435708,,
explicit_new_structure,relative_loss200,ridge_Jhigh50,4,5.300|0.540|4.000,10.0,0.00866167723368296,,,,,,,,0.003892331701257764,,
explicit_new_structure,relative_loss200,ridge_Jhigh50,5,5.600|0.190|4.600,10.0,0.008294539989266585,,,,,,,,0.0038681858820419275,,
explicit_new_structure,relative_loss200,ridge_Jhigh50,6,5.600|0.360|4.300,1.0,0.008421006080338472,,,,,,,,0.009721568035199538,,
explicit_new_structure,relative_loss200,ridge_Jhigh60,1,3.700|0.310|5.900,100.0,0.002359576650224328,,,,,,,,,3.0254855328746684e-06,
explicit_new_structure,relative_loss200,ridge_Jhigh60,2,4.800|0.800|4.800,0.1,0.008721830423136262,,,,,,,,,0.011683852755555316,
explicit_new_structure,relative_loss200,ridge_Jhigh60,3,5.000|0.670|4.000,10.0,0.008620136988875142,,,,,,,,,0.003740667333173929,
explicit_new_structure,relative_loss200,ridge_Jhigh60,4,5.300|0.540|4.000,10.0,0.00866167723368297,,,,,,,,,0.003878599192899399,
explicit_new_structure,relative_loss200,ridge_Jhigh60,5,5.600|0.190|4.600,10.0,0.008294539989266592,,,,,,,,,0.0038243461551996528,
explicit_new_structure,relative_loss200,ridge_Jhigh60,6,5.600|0.360|4.300,10.0,0.008421006080338468,,,,,,,,,0.00378662524026409,
explicit_new_structure,relative_loss200,ridge_Jhigh70,1,3.700|0.310|5.900,100.0,0.002359576650224328,,,,,,,,,,6.552780808228899e-06
explicit_new_structure,relative_loss200,ridge_Jhigh70,2,4.800|0.800|4.800,0.1,0.008721830423136267,,,,,,,,,,0.011628569750607783
explicit_new_structure,relative_loss200,ridge_Jhigh70,3,5.000|0.670|4.000,10.0,0.00862013698887514,,,,,,,,,,0.003740667333173929
explicit_new_structure,relative_loss200,ridge_Jhigh70,4,5.300|0.540|4.000,10.0,0.008661677233682958,,,,,,,,,,0.0037253130342199555
explicit_new_structure,relative_loss200,ridge_Jhigh70,5,5.600|0.190|4.600,10.0,0.00829453998926658,,,,,,,,,,0.003780509565202731
explicit_new_structure,relative_loss200,ridge_Jhigh70,6,5.600|0.360|4.300,10.0,0.008421006080338474,,,,,,,,,,0.0037073288562459034
explicit_new_structure,soh200,constant_mean,1,3.700|0.310|5.900,,0.9934429194467507,,,,,,,,,,
explicit_new_structure,soh200,constant_mean,2,4.800|0.800|4.800,,0.9892166973697636,,,,,,,,,,
explicit_new_structure,soh200,constant_mean,3,5.000|0.670|4.000,,0.9875768919574665,,,,,,,,,,
explicit_new_structure,soh200,constant_mean,4,5.300|0.540|4.000,,0.9875871456988857,,,,,,,,,,
explicit_new_structure,soh200,constant_mean,5,5.600|0.190|4.600,,0.987881144051817,,,,,,,,,,
explicit_new_structure,soh200,constant_mean,6,5.600|0.360|4.300,,0.9877304350932796,,,,,,,,,,
explicit_new_structure,soh200,nearest_coordinate,1,3.700|0.310|5.900,,0.9934429194467507,,,,,,,,,,
explicit_new_structure,soh200,nearest_coordinate,2,4.800|0.800|4.800,,0.9892166973697636,,,,,,,,,,
explicit_new_structure,soh200,nearest_coordinate,3,5.000|0.670|4.000,,0.9875768919574665,,,,,,,,,,
explicit_new_structure,soh200,nearest_coordinate,4,5.300|0.540|4.000,,0.9875871456988857,,,,,,,,,,
explicit_new_structure,soh200,nearest_coordinate,5,5.600|0.190|4.600,,0.987881144051817,,,,,,,,,,
explicit_new_structure,soh200,nearest_coordinate,6,5.600|0.360|4.300,,0.9877304350932796,,,,,,,,,,
explicit_new_structure,soh200,ridge_raw_C1_q_C2,1,3.700|0.310|5.900,0.01,0.9934429194467508,-0.0009820598570501606,-0.0026233446539310015,-0.002751219784785686,,,,,,,
explicit_new_structure,soh200,ridge_raw_C1_q_C2,2,4.800|0.800|4.800,0.01,0.9892166973697636,0.004439220050295798,-0.0004911983161104809,-0.007717964523676457,,,,,,,
explicit_new_structure,soh200,ridge_raw_C1_q_C2,3,5.000|0.670|4.000,1.0,0.9875768919574665,0.005554530064752885,0.0007106291381548174,-0.0046179103811531935,,,,,,,
explicit_new_structure,soh200,ridge_raw_C1_q_C2,4,5.300|0.540|4.000,1.0,0.9875871456988856,0.005132377329508593,0.0008861320988095055,-0.005158648904328496,,,,,,,
explicit_new_structure,soh200,ridge_raw_C1_q_C2,5,5.600|0.190|4.600,1.0,0.9878811440518172,0.00473553908936709,0.0014828860034990761,-0.005164072905609714,,,,,,,
explicit_new_structure,soh200,ridge_raw_C1_q_C2,6,5.600|0.360|4.300,1.0,0.9877304350932796,0.0053680318817561756,0.0009927058554426312,-0.004902407054727836,,,,,,,
explicit_new_structure,soh200,ridge_stage_E1_E2,1,3.700|0.310|5.900,100.0,0.9934429194467506,,,,-6.548711531996253e-05,6.77082837016701e-05,,,,,
explicit_new_structure,soh200,ridge_stage_E1_E2,2,4.800|0.800|4.800,100.0,0.9892166973697637,,,,0.0002905569442918978,-0.00031649571273663455,,,,,
explicit_new_structure,soh200,ridge_stage_E1_E2,3,5.000|0.670|4.000,100.0,0.9875768919574665,,,,0.00016032214425181358,-0.00018155466267372574,,,,,
explicit_new_structure,soh200,ridge_stage_E1_E2,4,5.300|0.540|4.000,100.0,0.9875871456988857,,,,0.00018075756660611612,-0.00020122088460592492,,,,,
explicit_new_structure,soh200,ridge_stage_E1_E2,5,5.600|0.190|4.600,100.0,0.987881144051817,,,,0.0003265267052556561,-0.00033463244417743286,,,,,
explicit_new_structure,soh200,ridge_stage_E1_E2,6,5.600|0.360|4.300,100.0,0.9877304350932797,,,,0.00022991959905280132,-0.00024861896267826126,,,,,
explicit_new_structure,soh200,ridge_J,1,3.700|0.310|5.900,10.0,0.9934429194467507,,,,,,0.0008086141077698157,,,,
explicit_new_structure,soh200,ridge_J,2,4.800|0.800|4.800,1.0,0.9892166973697636,,,,,,-0.009241889743550091,,,,
explicit_new_structure,soh200,ridge_J,3,5.000|0.670|4.000,100.0,0.9875768919574661,,,,,,-0.00042937666068271614,,,,
explicit_new_structure,soh200,ridge_J,4,5.300|0.540|4.000,100.0,0.9875871456988857,,,,,,-0.0004513864742076735,,,,
explicit_new_structure,soh200,ridge_J,5,5.600|0.190|4.600,100.0,0.9878811440518167,,,,,,-0.00043827488767915436,,,,
explicit_new_structure,soh200,ridge_J,6,5.600|0.360|4.300,100.0,0.9877304350932793,,,,,,-0.0004575165107497433,,,,
explicit_new_structure,soh200,ridge_H,1,3.700|0.310|5.900,10.0,0.9934429194467507,,,,,,,-0.0008231247124169337,,,
explicit_new_structure,soh200,ridge_H,2,4.800|0.800|4.800,1.0,0.9892166973697636,,,,,,,-0.00949983045305697,,,
explicit_new_structure,soh200,ridge_H,3,5.000|0.670|4.000,1.0,0.9875768919574665,,,,,,,-0.009190663657533371,,,
explicit_new_structure,soh200,ridge_H,4,5.300|0.540|4.000,0.01,0.9875871456988858,,,,,,,-0.010894738449353807,,,
explicit_new_structure,soh200,ridge_H,5,5.600|0.190|4.600,0.01,0.9878811440518169,,,,,,,-0.01108388708440192,,,
explicit_new_structure,soh200,ridge_H,6,5.600|0.360|4.300,1.0,0.9877304350932796,,,,,,,-0.009205684162714394,,,
explicit_new_structure,soh200,ridge_J_H,1,3.700|0.310|5.900,10.0,0.9934429194467506,,,,,,0.0006042985728100677,-0.0006258425159731332,,,
explicit_new_structure,soh200,ridge_J_H,2,4.800|0.800|4.800,10.0,0.9892166973697636,,,,,,-0.002787477544458676,-0.002936922287820762,,,
explicit_new_structure,soh200,ridge_J_H,3,5.000|0.670|4.000,0.1,0.9875768919574662,,,,,,2.5325392160506846e-06,-0.01081461622636994,,,
explicit_new_structure,soh200,ridge_J_H,4,5.300|0.540|4.000,0.0,0.9875871456988855,,,,,,-7.355860880123733e-05,-0.010852778378486388,,,
explicit_new_structure,soh200,ridge_J_H,5,5.600|0.190|4.600,1.0,0.9878811440518168,,,,,,-0.0024515587282135333,-0.007563696734988528,,,
explicit_new_structure,soh200,ridge_J_H,6,5.600|0.360|4.300,0.0,0.9877304350932793,,,,,,0.001162838202840784,-0.012083336368477696,,,
explicit_new_structure,soh200,ridge_Jhigh50,1,3.700|0.310|5.900,10.0,0.9934429194467507,,,,,,,,-0.0007649679210230859,,
explicit_new_structure,soh200,ridge_Jhigh50,2,4.800|0.800|4.800,0.1,0.9892166973697637,,,,,,,,-0.010946073301256225,,
explicit_new_structure,soh200,ridge_Jhigh50,3,5.000|0.670|4.000,0.01,0.9875768919574666,,,,,,,,-0.010848939876415876,,
explicit_new_structure,soh200,ridge_Jhigh50,4,5.300|0.540|4.000,0.01,0.9875871456988857,,,,,,,,-0.010847521130293934,,
explicit_new_structure,soh200,ridge_Jhigh50,5,5.600|0.190|4.600,0.01,0.987881144051817,,,,,,,,-0.010976040804040294,,
explicit_new_structure,soh200,ridge_Jhigh50,6,5.600|0.360|4.300,0.01,0.9877304350932795,,,,,,,,-0.01083194032629919,,
explicit_new_structure,soh200,ridge_Jhigh60,1,3.700|0.310|5.900,10.0,0.9934429194467507,,,,,,,,,-0.00082640321222906,
explicit_new_structure,soh200,ridge_Jhigh60,2,4.800|0.800|4.800,0.1,0.9892166973697636,,,,,,,,,-0.010917898310347071,
explicit_new_structure,soh200,ridge_Jhigh60,3,5.000|0.670|4.000,0.01,0.9875768919574666,,,,,,,,,-0.01067422752214925,
explicit_new_structure,soh200,ridge_Jhigh60,4,5.300|0.540|4.000,0.01,0.9875871456988858,,,,,,,,,-0.010938402764886024,
explicit_new_structure,soh200,ridge_Jhigh60,5,5.600|0.190|4.600,0.01,0.9878811440518172,,,,,,,,,-0.011035500009539593,
explicit_new_structure,soh200,ridge_Jhigh60,6,5.600|0.360|4.300,0.01,0.9877304350932796,,,,,,,,,-0.010755681813799144,
explicit_new_structure,soh200,ridge_Jhigh70,1,3.700|0.310|5.900,1.0,0.9934429194467506,,,,,,,,,,-0.002145281345502022
explicit_new_structure,soh200,ridge_Jhigh70,2,4.800|0.800|4.800,0.1,0.9892166973697636,,,,,,,,,,-0.01086939160109078
explicit_new_structure,soh200,ridge_Jhigh70,3,5.000|0.670|4.000,0.01,0.9875768919574663,,,,,,,,,,-0.010674227522149232
explicit_new_structure,soh200,ridge_Jhigh70,4,5.300|0.540|4.000,0.01,0.9875871456988856,,,,,,,,,,-0.01068557493444925
explicit_new_structure,soh200,ridge_Jhigh70,5,5.600|0.190|4.600,0.01,0.987881144051817,,,,,,,,,,-0.011064058250027022
explicit_new_structure,soh200,ridge_Jhigh70,6,5.600|0.360|4.300,0.01,0.9877304350932796,,,,,,,,,,-0.01070152312487436
