SensitivityWindow,BatteryId,Policy,AvailableLastCycle,LifetimePrefixCycle,TailWindow,SOH150,SlopeTail,InterceptTail,EstimatedT80,ExtrapolationMultiple,T80Status
40,16,3_7C_31PER_5_9C_NEWSTRUCTURE,150,150,40,0.971778946968389,-0.00020215133342233108,1.0023060653308535,1000.7654261087615,6.671769507391743,finite_extrapolation
40,17,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,40,0.998413231999806,-1.9417630271986922e-05,1.0010977389977385,10356.451131313099,69.04300754208732,finite_extrapolation
40,18,5C_67PER_4C_NEWSTRUCTURE,200,150,40,0.996859217018129,-3.6531776541306565e-05,1.0023646384403255,5539.4141101107225,36.92942740073815,finite_extrapolation
40,19,5_3C_54PER_4C_NEWSTRUCTURE,200,150,40,0.998371392101536,-1.886351305647185e-05,1.0011535523178638,10663.631515278665,71.09087676852442,finite_extrapolation
40,20,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,40,0.997507325816093,-2.890536809933316e-05,1.0018230674940205,6982.200219712007,46.54800146474672,finite_extrapolation
40,21,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,40,0.995675224165399,-4.737839119849612e-05,1.0027122586511226,4278.580456686275,28.523869711241836,finite_extrapolation
40,22,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,40,0.998009643964444,-2.3143038752739067e-05,1.0013369159116552,8699.675010820529,57.99783340547019,finite_extrapolation
40,23,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,40,0.99579767001136,-4.440799698407782e-05,1.0024330781135256,4558.4825225534605,30.389883483689736,finite_extrapolation
40,24,5_6C_36PER_4_3C_NEWSTRUCTURE,150,150,40,0.997589873366983,-3.334423625130063e-05,1.0024325932049893,6070.992050300542,40.47328033533695,finite_extrapolation
40,25,4_8C_80PER_4_8C_NEWSTRUCTURE,150,150,40,0.997459834024826,-2.7236992981743934e-05,1.0013240169793847,7391.565475466603,49.277103169777355,finite_extrapolation
40,26,5_3C_54PER_4C_NEWSTRUCTURE,200,150,40,0.995946124179296,-3.37179781637329e-05,1.0010071190193415,5961.4226583593,39.74281772239533,finite_extrapolation
40,27,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,40,0.995698655651178,-3.334925072650145e-05,1.000630810706528,6016.051525472321,40.107010169815474,finite_extrapolation
40,28,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,40,0.995748858110306,-3.73097441752907e-05,1.0011402447188862,5391.091500758567,35.94061000505712,finite_extrapolation
40,29,5C_67PER_4C_NEWSTRUCTURE,200,150,40,0.997159190117805,-3.2217661712168736e-05,1.0019052826368215,6266.912988305452,41.77941992203635,finite_extrapolation
40,30,3_7C_31PER_5_9C_NEWSTRUCTURE,200,150,40,0.978674398451871,-0.00014873875207852897,1.0010179366726326,1351.4832810114071,9.009888540076048,finite_extrapolation
40,31,5C_67PER_4C_NEWSTRUCTURE,200,150,40,0.997563762160854,-3.143483524224214e-05,1.0022515167498265,6433.99321775483,42.89328811836553,finite_extrapolation
40,32,5_3C_54PER_4C_NEWSTRUCTURE,200,150,40,0.99771931742831,-3.18248096708597e-05,1.0023117657047758,6357.0455816432395,42.3803038776216,finite_extrapolation
40,33,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,40,0.997316160528421,-3.1766977108728733e-05,1.0020104587816532,6359.133829140637,42.39422552760425,finite_extrapolation
40,34,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,40,0.996693417818699,-4.59782959785371e-05,1.0033346215031829,4422.404466622696,29.48269644415131,finite_extrapolation
40,35,3_7C_31PER_5_9C_NEWSTRUCTURE,200,150,40,0.971081558489919,-0.00022371095581237975,1.0045770792720352,914.4705431575213,6.096470287716809,finite_extrapolation
40,36,5_3C_54PER_4C_NEWSTRUCTURE,200,150,40,0.997303466680991,-3.4448228424402914e-05,1.002502753262032,5878.466397957938,39.18977598638625,finite_extrapolation
40,37,5C_67PER_4C_NEWSTRUCTURE,200,150,40,0.996427094360384,-3.433034002099305e-05,1.0016935873094805,5875.082716516778,39.167218110111854,finite_extrapolation
40,38,5_3C_54PER_4C_NEWSTRUCTURE,200,150,40,0.995665512613668,-4.146187916600223e-05,1.001871105947355,4868.836386771505,32.45890924514337,finite_extrapolation
40,39,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,40,0.996361092959855,-3.827889075311928e-05,1.0020467495418015,5278.2812032069405,35.18854135471294,finite_extrapolation
40,40,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,40,0.995403188822076,-4.0852536092999685e-05,1.0014676891537257,4931.583407578173,32.87722271718782,finite_extrapolation
40,41,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,40,0.951643245848128,-3.598016305346022e-05,0.9569504064821719,4362.137165664621,29.080914437764136,finite_extrapolation
40,42,5C_67PER_4C_NEWSTRUCTURE,200,150,40,0.997490809267383,-2.42527553074982e-05,1.0011371967369285,8293.375090241521,55.289167268276806,finite_extrapolation
40,43,5_3C_54PER_4C_NEWSTRUCTURE,200,150,40,0.996217632042891,-3.58646182610219e-05,1.0017351650356805,5624.90763368667,37.4993842245778,finite_extrapolation
40,44,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,40,0.996375278650277,-3.942057011451515e-05,1.0022079474481091,5129.503375032457,34.19668916688305,finite_extrapolation
40,45,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,40,0.998283886812936,-2.6676706492165944e-05,1.002196903327011,7579.530231229612,50.530201541530744,finite_extrapolation
40,46,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,40,0.998234560464902,-2.758607439610349e-05,1.002281554987272,7332.741588482192,48.884943923214614,finite_extrapolation
40,47,5C_67PER_4C_NEWSTRUCTURE,200,150,40,0.998257019716137,-2.081286507491778e-05,1.0013441620425354,9674.024278626654,64.49349519084436,finite_extrapolation
40,48,5_3C_54PER_4C_NEWSTRUCTURE,200,150,40,0.998195091576545,-2.2712591428739565e-05,1.0015137949376394,8872.33830493918,59.148922032927864,finite_extrapolation
40,49,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,40,0.998410102666179,-2.3013838620094783e-05,1.0015664756314764,8758.490009375333,58.389933395835556,finite_extrapolation
50,1,3_6C-80PER_3_6C,200,150,50,1.00348000147942,-4.622475928615633e-05,1.0097064713016686,4536.669839716671,30.24446559811114,finite_extrapolation
50,2,3_6C-80PER_3_6C,150,150,50,0.995350591168364,-2.3341744765660173e-05,0.9987918585936948,8516.580940690974,56.77720627127316,finite_extrapolation
50,3,3_6C-80PER_3_6C,200,150,50,0.996237593096295,-2.0296076697438412e-05,0.9992389048603842,9816.621597884006,65.44414398589338,finite_extrapolation
50,4,80PER_3_6C,200,150,50,0.977366685512464,-0.0001846712816193579,1.0049344808220058,1109.7257734118837,7.3981718227458915,finite_extrapolation
50,5,80PER_3_6C,150,150,50,0.996049414338924,-4.276572032805638e-05,1.0026073572356755,4737.611238194327,31.58407492129551,finite_extrapolation
50,6,80PER_3_6C,200,150,50,0.996289223474253,-3.213467548237372e-05,1.001101175082405,6258.073936135175,41.72049290756784,finite_extrapolation
50,7,4_8C_80PER_4_8C,200,150,50,0.994602329866956,-6.128492267349374e-05,1.0041114566336173,3330.5329880410745,22.203553253607165,finite_extrapolation
50,8,4_8C_80PER_4_8C,200,150,50,0.989748401481303,-0.00012405247764225592,1.0084687929552472,1680.4887489343987,11.203258326229324,finite_extrapolation
50,9,4_8C_80PER_4_8C,150,150,50,0.988970060126946,-0.0001229380687352107,1.007604756975394,1688.6938204840528,11.25795880322702,finite_extrapolation
50,10,5C_67PER_4C_NEWSTRUCTURE,150,150,50,0.997333230536718,-2.4727786835653123e-05,1.000833879192627,8121.789488376688,54.14526325584458,finite_extrapolation
50,11,5_3C_54PER_4C_NEWSTRUCTURE,150,150,50,0.996811104366928,-2.5090139456059075e-05,1.0005163572149063,7991.839087466016,53.27892724977344,finite_extrapolation
50,12,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,50,0.996513777051594,-2.9272090262721722e-05,1.0007603139124972,6858.4208408296445,45.722805605530965,finite_extrapolation
50,13,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,50,0.997075645249115,-2.7555421212645034e-05,1.0010819231180315,7297.3634322728485,48.649089548485655,finite_extrapolation
50,14,5_6C_19PER_4_6C_NEWSTRUCTURE,150,150,50,0.997617145540867,-2.558038723294052e-05,1.0013016798019951,7869.375782661092,52.46250521774061,finite_extrapolation
50,15,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,50,0.996160165334701,-3.955560979596957e-05,1.0021069988903442,5109.439594859624,34.062930632397496,finite_extrapolation
50,16,3_7C_31PER_5_9C_NEWSTRUCTURE,150,150,50,0.971778946968389,-0.0001982130869467268,1.0017705536361943,1017.9476882392916,6.786317921595277,finite_extrapolation
50,17,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,50,0.998413231999806,-1.443735155846969e-05,1.0004255530798802,13882.432125322895,92.54954750215263,finite_extrapolation
50,18,5C_67PER_4C_NEWSTRUCTURE,200,150,50,0.996859217018129,-3.226305399848382e-05,1.001786418143816,6254.411567897412,41.69607711931608,finite_extrapolation
50,19,5_3C_54PER_4C_NEWSTRUCTURE,200,150,50,0.998371392101536,-1.769458132037325e-05,1.000996067868096,11359.187551766054,75.7279170117737,finite_extrapolation
50,20,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,50,0.997507325816093,-2.2243449691947552e-05,1.000916874532342,9032.631058350484,60.217540389003226,finite_extrapolation
50,21,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,50,0.995675224165399,-4.235279150782507e-05,1.002031927336869,4770.215141534216,31.801434276894774,finite_extrapolation
50,22,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,50,0.998009643964444,-1.882739273250963e-05,1.00075250000775,10662.788143846738,71.08525429231159,finite_extrapolation
50,23,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,50,0.99579767001136,-4.127527799926586e-05,1.0020091346549875,4894.191982391506,32.62794654927671,finite_extrapolation
50,24,5_6C_36PER_4_3C_NEWSTRUCTURE,150,150,50,0.997589873366983,-2.985859090614359e-05,1.0019616364975503,6763.937291360773,45.092915275738484,finite_extrapolation
50,25,4_8C_80PER_4_8C_NEWSTRUCTURE,150,150,50,0.997459834024826,-2.1388039720795476e-05,1.0005300619465944,9375.80369984165,62.50535799894433,finite_extrapolation
50,26,5_3C_54PER_4C_NEWSTRUCTURE,200,150,50,0.995946124179296,-3.193981551551756e-05,1.0007651160800028,6285.731862867637,41.904879085784245,finite_extrapolation
50,27,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,50,0.995698655651178,-2.9112894716601367e-05,1.000053198896459,6871.635433160151,45.810902887734336,finite_extrapolation
50,28,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,50,0.995748858110306,-3.364700428086088e-05,1.0006420126845093,5963.146407023182,39.754309380154545,finite_extrapolation
50,29,5C_67PER_4C_NEWSTRUCTURE,200,150,50,0.997159190117805,-2.8726108747654293e-05,1.0014327941681227,7012.185184482085,46.74790122988057,finite_extrapolation
50,30,3_7C_31PER_5_9C_NEWSTRUCTURE,200,150,50,0.978674398451871,-0.0001471866994405345,1.0008053430566284,1364.2900059577496,9.095266706384997,finite_extrapolation
50,31,5C_67PER_4C_NEWSTRUCTURE,200,150,50,0.997563762160854,-3.0036556807800173e-05,1.0020623377029256,6727.213741438305,44.8480916095887,finite_extrapolation
50,32,5_3C_54PER_4C_NEWSTRUCTURE,200,150,50,0.99771931742831,-3.1155030483117985e-05,1.002221147484842,6490.802427377489,43.272016182516595,finite_extrapolation
50,33,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,50,0.997316160528421,-3.0090748934104906e-05,1.0017832535894695,6705.8235749249825,44.70549049949988,finite_extrapolation
50,34,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,50,0.996693417818699,-4.061372066000754e-05,1.002607650410458,4988.650316147132,33.25766877431421,finite_extrapolation
50,35,3_7C_31PER_5_9C_NEWSTRUCTURE,200,150,50,0.971081558489919,-0.00022417709872126233,1.004639665956166,912.848221890012,6.0856548126000805,finite_extrapolation
50,36,5_3C_54PER_4C_NEWSTRUCTURE,200,150,50,0.997303466680991,-2.8683450677020835e-05,1.0017200144237577,7032.627165230212,46.88418110153475,finite_extrapolation
50,37,5C_67PER_4C_NEWSTRUCTURE,200,150,50,0.996427094360384,-3.127322254925812e-05,1.0012782313374986,6436.120582727519,42.907470551516795,finite_extrapolation
50,38,5_3C_54PER_4C_NEWSTRUCTURE,200,150,50,0.995665512613668,-3.690511091088323e-05,1.0012522453630548,5453.235077630019,36.35490051753346,finite_extrapolation
50,39,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,50,0.996361092959855,-3.180384433155916e-05,1.0011668322210698,6325.236349539375,42.1682423302625,finite_extrapolation
50,40,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,50,0.995403188822076,-3.858176014289319e-05,1.0011584710912114,5213.82306940356,34.7588204626904,finite_extrapolation
50,41,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,50,0.951643245848128,-3.2990019353700196e-05,0.9565441717609299,4745.197936459278,31.63465290972852,finite_extrapolation
50,42,5C_67PER_4C_NEWSTRUCTURE,200,150,50,0.997490809267383,-2.114704277772493e-05,1.0007151488493649,9491.405061174157,63.276033741161044,finite_extrapolation
50,43,5_3C_54PER_4C_NEWSTRUCTURE,200,150,50,0.996217632042891,-3.300271845411271e-05,1.0013458655476757,6100.887289864586,40.672581932430575,finite_extrapolation
50,44,5_6C_19PER_4_6C_NEWSTRUCTURE,200,150,50,0.996375278650277,-3.6557557984348846e-05,1.0018200046672467,5520.60957555345,36.804063837023,finite_extrapolation
50,45,5_6C_36PER_4_3C_NEWSTRUCTURE,200,150,50,0.998283886812936,-2.1634598991090774e-05,1.001512164177132,9314.347090977542,62.095647273183616,finite_extrapolation
50,46,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,50,0.998234560464902,-2.3180516383481624e-05,1.0016873155059847,8700.725737486438,58.00483824990959,finite_extrapolation
50,47,5C_67PER_4C_NEWSTRUCTURE,200,150,50,0.998257019716137,-1.9718384925090557e-05,1.0011971593438116,10203.531379884935,68.02354253256622,finite_extrapolation
50,48,5_3C_54PER_4C_NEWSTRUCTURE,200,150,50,0.998195091576545,-1.8661143009193646e-05,1.0009638644549483,10769.10799922282,71.79405332815213,finite_extrapolation
50,49,4_8C_80PER_4_8C_NEWSTRUCTURE,200,150,50,0.998410102666179,-1.6715863754116234e-05,1.0007111997136229,12007.228741870924,80.04819161247282,finite_extrapolation
60,1,3_6C-80PER_3_6C,200,150,60,1.00348000147942,-3.8631695915437855e-05,1.008704772609193,5402.4232605794305,36.016155070529535,finite_extrapolation
60,2,3_6C-80PER_3_6C,150,150,60,0.995350591168364,-2.291468928807601e-05,0.998734464621634,8672.797702958524,57.81865135305682,finite_extrapolation
60,3,3_6C-80PER_3_6C,200,150,60,0.996237593096295,-2.073488999433897e-05,0.999295928331775,9611.622168537508,64.07748112358338,finite_extrapolation
60,4,80PER_3_6C,200,150,60,0.977366685512464,-0.00018715819639102395,1.0052674936143124,1096.7593061511088,7.3117287076740585,finite_extrapolation
60,5,80PER_3_6C,150,150,60,0.996049414338924,-3.973719247242349e-05,1.002206442462587,5088.594082304948,33.923960548699654,finite_extrapolation
60,6,80PER_3_6C,200,150,60,0.996289223474253,-3.3353470077053316e-05,1.0012666146779943,6034.353073698998,40.22902049132665,finite_extrapolation
60,7,4_8C_80PER_4_8C,200,150,60,0.994602329866956,-5.858460696967692e-05,1.0037526626173545,3477.921473857728,23.186143159051518,finite_extrapolation
60,8,4_8C_80PER_4_8C,200,150,60,0.989748401481303,-0.00011906866934451835,1.0078088060555805,1745.2853651559476,11.635235767706318,finite_extrapolation
60,9,4_8C_80PER_4_8C,150,150,60,0.988970060126946,-0.00012050089719411397,1.0072823291913309,1720.1724967858233,11.467816645238821,finite_extrapolation
60,10,5C_67PER_4C_NEWSTRUCTURE,150,150,60,0.997333230536718,-2.2993945892110238e-05,1.0006033626447568,8724.181729660782,58.161211531071885,finite_extrapolation
