BatteryId,Policy,Family,Candidate,SelectedFamily,Intercept,Coefficient,EstimatedT80,T80Status,ExtrapolationMultiple
25,4_8C_80PER_4_8C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0013240169793847,-2.7236992981743934e-05,7391.565475466603,finite_extrapolation,49.277103169777355
25,4_8C_80PER_4_8C_NEWSTRUCTURE,power,power_w60_s1.25,False,0.9998697601325257,-4.836465129946594e-06,4931.456700568894,finite_extrapolation,32.87637800379263
26,5_3C_54PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0005687690778002,-0.02846300472983791,2085.2555797964123,finite_extrapolation,13.901703865309416
26,5_3C_54PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0010071190193415,-3.37179781637329e-05,5961.4226583593,finite_extrapolation,39.74281772239533
26,5_3C_54PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0000291998462403,-7.765239708873356e-06,3378.709281074972,finite_extrapolation,22.52472854049981
27,5_6C_19PER_4_6C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0000485302930429,-0.027191001141807263,2123.118587515747,finite_extrapolation,14.154123916771647
27,5_6C_19PER_4_6C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.000630810706528,-3.334925072650145e-05,6016.051525472321,finite_extrapolation,40.107010169815474
27,5_6C_19PER_4_6C_NEWSTRUCTURE,power,power_w60_s1.25,False,0.9995315921459133,-7.414513012685267e-06,3498.9942517718423,finite_extrapolation,23.326628345145615
28,5_6C_36PER_4_3C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0004755346187961,-0.030288655454532097,2030.6231319683973,finite_extrapolation,13.537487546455981
28,5_6C_36PER_4_3C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0011402447188862,-3.73097441752907e-05,5391.091500758567,finite_extrapolation,35.94061000505712
28,5_6C_36PER_4_3C_NEWSTRUCTURE,power,power_w60_s1.25,False,0.9998997969788084,-8.259417043408408e-06,3214.3292919870264,finite_extrapolation,21.428861946580177
29,5C_67PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0011648430073148,-0.024962258000227798,2203.732230864568,finite_extrapolation,14.691548205763787
29,5C_67PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0019052826368215,-3.2217661712168736e-05,6266.912988305452,finite_extrapolation,41.77941992203635
29,5C_67PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0006910411017778,-6.808682940943433e-06,3763.326511836735,finite_extrapolation,25.0888434122449
30,3_7C_31PER_5_9C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0001614385476514,-0.1330344244317314,918.122569142608,finite_extrapolation,6.120817127617387
30,3_7C_31PER_5_9C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0010179366726326,-0.00014873875207852897,1351.4832810114071,finite_extrapolation,9.009888540076048
30,3_7C_31PER_5_9C_NEWSTRUCTURE,power,power_w60_s1.25,False,0.9976308633777872,-3.627265634141087e-05,975.0352690753966,finite_extrapolation,6.500235127169311
31,5C_67PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.00188375905053,-0.026822401094825983,2143.2006360245446,finite_extrapolation,14.28800424016363
31,5C_67PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0022515167498265,-3.143483524224214e-05,6433.99321775483,finite_extrapolation,42.89328811836553
31,5C_67PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0013744177199524,-7.315473292339698e-06,3562.948088748538,finite_extrapolation,23.752987258323586
32,5_3C_54PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.001841546302472,-0.026450405456353184,2155.353812646861,finite_extrapolation,14.36902541764574
32,5_3C_54PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0023117657047758,-3.18248096708597e-05,6357.0455816432395,finite_extrapolation,42.3803038776216
32,5_3C_54PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.001340494212978,-7.2170752363778405e-06,3601.271947474486,finite_extrapolation,24.008479649829905
33,5_6C_19PER_4_6C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.001500825682608,-0.02613590096969896,2164.441168885505,finite_extrapolation,14.429607792570032
33,5_6C_19PER_4_6C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0020104587816532,-3.1766977108728733e-05,6359.133829140637,finite_extrapolation,42.39422552760425
33,5_6C_19PER_4_6C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.001004543938115,-7.128297320387184e-06,3632.252702658556,finite_extrapolation,24.215018017723704
34,5_6C_36PER_4_3C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.002059659698446,-0.03409667009901531,1935.2942716560283,finite_extrapolation,12.901961811040188
34,5_6C_36PER_4_3C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0033346215031829,-4.59782959785371e-05,4422.404466622696,finite_extrapolation,29.48269644415131
34,5_6C_36PER_4_3C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0014144031562442,-9.304978484483706e-06,2939.6804243884962,finite_extrapolation,19.59786949592331
35,3_7C_31PER_5_9C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0032875201255047,-0.1999940284232762,701.3474414332368,finite_extrapolation,4.675649609554912
35,3_7C_31PER_5_9C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0045770792720352,-0.00022371095581237975,914.4705431575213,finite_extrapolation,6.096470287716809
35,3_7C_31PER_5_9C_NEWSTRUCTURE,power,power_w60_s1.25,False,0.9994835359550294,-5.453033873471576e-05,708.9491559647413,finite_extrapolation,4.726327706431609
36,5_3C_54PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0012921976476652,-0.023793282417264888,2247.0769519944583,finite_extrapolation,14.980513013296388
36,5_3C_54PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.002502753262032,-3.4448228424402914e-05,5878.466397957938,finite_extrapolation,39.18977598638625
36,5_3C_54PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.000843149970769,-6.496241213996278e-06,3909.81227106826,finite_extrapolation,26.065415140455066
37,5C_67PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.001233185332005,-0.028920531813679737,2074.1956348496865,finite_extrapolation,13.82797089899791
37,5C_67PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0016935873094805,-3.433034002099305e-05,5875.082716516778,finite_extrapolation,39.167218110111854
37,5C_67PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0006841608595147,-7.888109344861753e-06,3345.277424664734,finite_extrapolation,22.301849497764895
38,5_3C_54PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0010727412966736,-0.033241474967778475,1952.8646768695655,finite_extrapolation,13.019097845797104
38,5_3C_54PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.001871105947355,-4.146187916600223e-05,4868.836386771505,finite_extrapolation,32.45890924514337
38,5_3C_54PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.000442040360939,-9.067530261254127e-06,2989.5088334587094,finite_extrapolation,19.93005888972473
39,5_6C_19PER_4_6C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0009671031183525,-0.028323645042608505,2091.2938711890297,finite_extrapolation,13.941959141260197
39,5_6C_19PER_4_6C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0020467495418015,-3.827889075311928e-05,5278.2812032069405,finite_extrapolation,35.18854135471294
39,5_6C_19PER_4_6C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0004309368964335,-7.729120214686868e-06,3396.7826263656348,finite_extrapolation,22.64521750910423
40,5_6C_36PER_4_3C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0010192765094261,-0.035085002899834954,1906.4997979810844,finite_extrapolation,12.70999865320723
40,5_6C_36PER_4_3C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0014676891537257,-4.0852536092999685e-05,4931.583407578173,finite_extrapolation,32.87722271718782
40,5_6C_36PER_4_3C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0003527723677315,-9.568342732642967e-06,2862.6411281115306,finite_extrapolation,19.084274187410205
41,4_8C_80PER_4_8C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,0.9563884731664823,-0.029745129551568116,1833.7993040095246,finite_extrapolation,12.22532869339683
41,4_8C_80PER_4_8C_NEWSTRUCTURE,linear,linear_w40_s1,True,0.9569504064821719,-3.598016305346022e-05,4362.137165664621,finite_extrapolation,29.080914437764136
41,4_8C_80PER_4_8C_NEWSTRUCTURE,power,power_w60_s1.25,False,0.9558235991018611,-8.112531228139445e-06,2671.6617926053977,finite_extrapolation,17.81107861736932
42,5C_67PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0007180930702013,-0.01980010956011483,2410.2927720668013,finite_extrapolation,16.06861848044534
42,5C_67PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0011371967369285,-2.42527553074982e-05,8293.375090241521,finite_extrapolation,55.289167268276806
42,5C_67PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0003421534525632,-5.400362734276207e-06,4523.551350835259,finite_extrapolation,30.15700900556839
43,5_3C_54PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0012767601436765,-0.030354941046499904,2032.1893089454702,finite_extrapolation,13.547928726303134
43,5_3C_54PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0017351650356805,-3.58646182610219e-05,5624.90763368667,finite_extrapolation,37.4993842245778
43,5_3C_54PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0007007832571273,-8.280040904234185e-06,3218.2017606444356,finite_extrapolation,21.45467840429624
44,5_6C_19PER_4_6C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0015236729980912,-0.03208147124169978,1985.353628690352,finite_extrapolation,13.23569085793568
44,5_6C_19PER_4_6C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0022079474481091,-3.942057011451515e-05,5129.503375032457,finite_extrapolation,34.19668916688305
44,5_6C_19PER_4_6C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0009146373411382,-8.750248766779533e-06,3081.7183345548447,finite_extrapolation,20.544788897032298
45,5_6C_36PER_4_3C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0014017068109657,-0.019452737106618392,2429.5160742822486,finite_extrapolation,16.196773828548324
45,5_6C_36PER_4_3C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.002196903327011,-2.6676706492165944e-05,7579.530231229612,finite_extrapolation,50.530201541530744
45,5_6C_36PER_4_3C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.00103345881135,-5.308355667299121e-06,4598.822685806714,finite_extrapolation,30.65881790537809
46,4_8C_80PER_4_8C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.001069579435148,-0.01730948217104537,2534.9779137851883,finite_extrapolation,16.89985275856792
46,4_8C_80PER_4_8C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.002281554987272,-2.758607439610349e-05,7332.741588482192,finite_extrapolation,48.884943923214614
46,4_8C_80PER_4_8C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0007437546224192,-4.72811418692852e-06,5039.219419872911,finite_extrapolation,33.594796132486074
47,5C_67PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.001026568092921,-0.017233958606706828,2538.8076508815716,finite_extrapolation,16.925384339210478
47,5C_67PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0013441620425354,-2.081286507491778e-05,9674.024278626654,finite_extrapolation,64.49349519084436
47,5C_67PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.000698672228491,-4.698764759162457e-06,5063.474616213515,finite_extrapolation,33.756497441423434
48,5_3C_54PER_4C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.0007241609328756,-0.015750767229730133,2620.5856583991044,finite_extrapolation,17.47057105599403
48,5_3C_54PER_4C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0015137949376394,-2.2712591428739565e-05,8872.33830493918,finite_extrapolation,59.148922032927864
48,5_3C_54PER_4C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0004262666615007,-4.298828500338184e-06,5431.047660174223,finite_extrapolation,36.206984401161485
49,4_8C_80PER_4_8C_NEWSTRUCTURE,exponential,exponential_w60_s0.001,False,1.000355714272776,-0.013113207800051232,2789.8713067143503,finite_extrapolation,18.599142044762335
49,4_8C_80PER_4_8C_NEWSTRUCTURE,linear,linear_w40_s1,True,1.0015664756314764,-2.3013838620094783e-05,8758.490009375333,finite_extrapolation,58.389933395835556
49,4_8C_80PER_4_8C_NEWSTRUCTURE,power,power_w60_s1.25,False,1.0001086000526247,-3.5812008969723044e-06,6277.542407857396,finite_extrapolation,41.850282719049304
