NObservation,ResidualMean,ResidualSD,ResidualRMSE,ResidualMAE,ResidualMaxAbs,BatteryMeanLag1Correlation,BatteryMeanDurbinWatson
8000,2.426433776125947e-13,0.00045174135715182794,0.00045171312243464344,0.00020068988809934777,0.008441580475512134,0.709575061781522,0.5459611009784126
