Policy,Metric,Estimate,BootstrapSE,CI95Low,CI95High,FiniteBootstrapFraction
5C_67PER_4C_NEWSTRUCTURE,Slope151to200,-3.442987041414286e-05,2.1251597223039826e-06,-3.8360453828712524e-05,-3.0058377635272404e-05,1.0
5C_67PER_4C_NEWSTRUCTURE,ProjectedL80LocalLinear,5877.945460343745,368.202102553425,5296.408740756311,6718.31637346107,1.0
5C_67PER_4C_NEWSTRUCTURE,MeanChargeTime,10.158737727484366,0.01150982345318985,10.135663590652035,10.17973941363419,1.0
5_3C_54PER_4C_NEWSTRUCTURE,SOH200,0.9954468929933957,0.00042240353738283085,0.9946279653837398,0.996270238799043,1.0
5_3C_54PER_4C_NEWSTRUCTURE,Loss1to200,0.0017216713359085034,0.0006465241238869702,0.0004959790751967258,0.003045673190555506,1.0
5_3C_54PER_4C_NEWSTRUCTURE,MeanSOH1to200,0.9980731483334829,0.0002502567064680121,0.9975793947249191,0.9985624812940787,1.0
5_3C_54PER_4C_NEWSTRUCTURE,Slope151to200,-3.13030804018295e-05,2.1830529496241415e-06,-3.548061526249932e-05,-2.702057195157606e-05,1.0
5_3C_54PER_4C_NEWSTRUCTURE,ProjectedL80LocalLinear,6443.695204577145,460.8547312014596,5679.023306166245,7459.764508632467,1.0
5_3C_54PER_4C_NEWSTRUCTURE,MeanChargeTime,10.157513242825358,0.009650109952638836,10.138673752761743,10.176722216699886,1.0
3_7C_31PER_5_9C_NEWSTRUCTURE,SOH200,0.9659054751434822,0.003831602688910669,0.9603470172071609,0.9714639330798037,1.0
3_7C_31PER_5_9C_NEWSTRUCTURE,Loss1to200,0.03396527107255776,0.0038820650570789927,0.028333608012009126,0.039596934133106276,1.0
3_7C_31PER_5_9C_NEWSTRUCTURE,MeanSOH1to200,0.9839421713795459,0.001581067960928562,0.9816485359301498,0.986235806828942,1.0
3_7C_31PER_5_9C_NEWSTRUCTURE,Slope151to200,-0.0001798242519101343,2.2739884559940147e-05,-0.00021281271706834938,-0.0001468357867519299,1.0
3_7C_31PER_5_9C_NEWSTRUCTURE,ProjectedL80LocalLinear,1122.5978886673868,143.80689023056308,953.4653916178418,1367.7257763428033,1.0
3_7C_31PER_5_9C_NEWSTRUCTURE,MeanChargeTime,10.851867338010951,0.03342893938638929,10.8033723951577,10.9003622808642,1.0
