ValidationScheme,NBattery,MeanBatteryRMSE,SEBatteryRMSE,MeanBatteryMAE,MedianBatteryRMSE
outer_LOBO_inner_family_and_hyperparameter_selection,40,0.004324874166241352,0.0012666645262979922,0.0040262736754817854,0.0010132926804536607
